UNNAMED,1880-6,26.70,-86.50,-26.2476429918,1.1
UNNAMED,1880-8,16.00,-59.80,63.7523570082,-0.73
UNNAMED,1880-8,24.70,-57.50,23.7523570082,-0.54
UNNAMED,1880-8,19.50,-42.50,13.7523570082,-0.77
UNNAMED,1880-9,23.90,-88.60,3.75235700817,0.22
UNNAMED,1880-9,32.00,-73.50,13.7523570082,-0.56
UNNAMED,1880-10,18.20,-85.10,3.75235700817,0.53
UNNAMED,1880-10,23.90,-65.30,13.7523570082,0.07
UNNAMED,1880-10,27.10,-75.30,-6.24764299183,0.01
UNNAMED,1881-8,23.00,-85.50,-16.2476429918,0.76
UNNAMED,1881-8,16.00,-31.00,13.7523570082,-0.37
UNNAMED,1881-8,25.60,-88.70,-26.2476429918,0.86
UNNAMED,1881-8,20.20,-87.00,3.75235700817,0.76
UNNAMED,1881-9,23.70,-69.00,23.7523570082,-0.93
UNNAMED,1881-9,35.30,-68.00,-6.24764299183,-0.31
UNNAMED,1882-8,37.50,-52.00,3.75235700817,0.38
UNNAMED,1882-9,19.50,-67.50,43.7523570082,-0.23
UNNAMED,1882-9,26.50,-91.50,-16.2476429918,0.73
UNNAMED,1882-9,28.50,-76.80,-16.2476429918,0.43
UNNAMED,1882-9,30.30,-76.80,3.75235700817,0.0
UNNAMED,1883-8,19.20,-48.50,13.7523570082,-0.52
UNNAMED,1883-10,27.50,-77.60,3.75235700817,0.26
UNNAMED,1884-9,38.50,-62.50,3.75235700817,-0.45
UNNAMED,1884-9,11.00,-41.50,33.7523570082,-0.38
UNNAMED,1884-9,28.70,-79.10,13.7523570082,-0.41
UNNAMED,1884-10,16.20,-76.60,23.7523570082,-0.19
UNNAMED,1885-8,24.10,-58.10,13.7523570082,0.1
UNNAMED,1885-8,21.20,-67.00,23.7523570082,0.41
UNNAMED,1885-8,25.00,-93.40,-16.2476429918,0.21
UNNAMED,1885-9,21.20,-95.50,13.7523570082,0.37
UNNAMED,1885-9,15.00,-53.70,3.75235700817,-0.17
UNNAMED,1885-9,26.40,-87.80,3.75235700817,0.02
UNNAMED,1885-9,24.20,-55.70,13.7523570082,0.06
UNNAMED,1885-10,23.90,-83.00,-6.24764299183,0.74
UNNAMED,1886-6,23.20,-95.70,18.7523570082,-0.71
UNNAMED,1886-7,18.90,-82.90,8.75235700817,-0.16
UNNAMED,1886-8,10.50,-58.00,63.7523570082,-0.52
UNNAMED,1886-8,14.60,-54.50,38.7523570082,-0.38
UNNAMED,1886-8,31.70,-71.00,33.7523570082,-0.98
UNNAMED,1886-9,21.00,-65.50,18.7523570082,-0.49
UNNAMED,1886-9,22.90,-66.70,18.7523570082,-0.49
UNNAMED,1886-10,19.90,-82.50,38.7523570082,-0.27
UNNAMED,1886-10,29.10,-60.50,-21.2476429918,-0.53
UNNAMED,1886-10,17.80,-73.00,-6.24764299183,-0.45
UNNAMED,1887-5,29.30,-63.80,-6.24764299183,-0.58
UNNAMED,1887-5,15.60,-76.90,-16.2476429918,-0.57
UNNAMED,1887-6,20.50,-84.00,-31.2476429918,-0.06
UNNAMED,1887-7,12.00,-57.60,18.7523570082,-0.28
UNNAMED,1887-7,9.90,-50.10,-16.2476429918,-0.24
UNNAMED,1887-8,17.00,-59.00,38.7523570082,-0.38
UNNAMED,1887-8,18.00,-60.00,43.7523570082,-0.38
UNNAMED,1887-9,28.10,-53.70,23.7523570082,-0.42
UNNAMED,1887-9,13.30,-57.00,18.7523570082,-0.49
UNNAMED,1887-9,23.00,-53.70,3.75235700817,-0.28
UNNAMED,1887-10,19.70,-84.70,-16.2476429918,-0.14
UNNAMED,1887-10,21.00,-74.10,-6.24764299183,-0.05
UNNAMED,1887-10,19.10,-59.70,8.75235700817,-0.34
UNNAMED,1887-10,28.20,-39.00,8.75235700817,-0.61
UNNAMED,1887-10,14.00,-48.00,23.7523570082,-0.02
UNNAMED,1887-10,26.50,-86.00,3.75235700817,-0.39
UNNAMED,1887-11,22.10,-67.00,3.75235700817,-0.3
UNNAMED,1887-12,19.20,-54.10,3.75235700817,-0.05
UNNAMED,1887-12,12.50,-58.50,-16.2476429918,-0.07
UNNAMED,1888-6,27.50,-93.20,3.75235700817,-0.33
UNNAMED,1888-7,26.00,-94.40,-16.2476429918,-0.16
UNNAMED,1888-8,23.00,-71.00,43.7523570082,0.11
UNNAMED,1888-8,19.30,-60.30,43.7523570082,-0.37
UNNAMED,1888-9,23.50,-71.70,-16.2476429918,0.34
UNNAMED,1888-9,24.30,-81.00,3.75235700817,0.23
UNNAMED,1888-10,21.70,-93.40,28.7523570082,-0.38
UNNAMED,1888-11,12.30,-59.90,-16.2476429918,-0.39
UNNAMED,1888-11,23.20,-56.00,18.7523570082,-0.23
UNNAMED,1889-5,21.50,-64.10,3.75235700817,-0.36
UNNAMED,1889-6,19.80,-83.70,-1.24764299183,-0.14
UNNAMED,1889-8,16.80,-69.20,3.75235700817,-0.87
UNNAMED,1889-9,11.90,-55.00,23.7523570082,-0.5
UNNAMED,1889-9,15.90,-42.90,3.75235700817,-0.9
UNNAMED,1889-9,15.20,-25.70,-16.2476429918,-0.84
UNNAMED,1889-9,15.70,-59.50,28.7523570082,-0.58
UNNAMED,1889-9,11.30,-52.00,-6.24764299183,-0.5
UNNAMED,1889-10,20.00,-82.50,-16.2476429918,-0.33
UNNAMED,1890-5,20.50,-83.00,-16.2476429918,-0.42
UNNAMED,1890-8,14.00,-62.00,-16.2476429918,-1.13
UNNAMED,1890-8,16.60,-54.30,38.7523570082,-1.68
UNNAMED,1890-10,14.30,-80.30,13.7523570082,-0.64
UNNAMED,1891-7,21.70,-93.00,13.7523570082,-0.1
UNNAMED,1891-8,13.30,-24.40,-1.24764299183,-0.45
UNNAMED,1891-8,13.30,-58.00,43.7523570082,-0.33
UNNAMED,1891-9,19.30,-58.20,18.7523570082,-0.32
UNNAMED,1891-9,19.30,-46.50,18.7523570082,-0.15
UNNAMED,1891-9,20.70,-54.60,18.7523570082,-0.42
UNNAMED,1891-10,15.00,-79.00,-21.2476429918,0.0
UNNAMED,1891-10,18.00,-85.00,-11.2476429918,-0.37
UNNAMED,1891-10,12.50,-61.30,8.75235700817,0.05
UNNAMED,1891-11,24.10,-73.80,-16.2476429918,-0.71
UNNAMED,1892-6,20.80,-83.10,-21.2476429918,-0.71
UNNAMED,1892-8,18.00,-54.50,-1.24764299183,-0.9
UNNAMED,1892-9,11.50,-33.00,18.7523570082,-0.79
UNNAMED,1892-9,22.00,-92.80,-16.2476429918,-0.4
UNNAMED,1892-9,15.30,-19.50,18.7523570082,-0.44
UNNAMED,1892-9,19.50,-92.20,-16.2476429918,-0.68
UNNAMED,1892-10,11.50,-56.20,18.7523570082,-0.72
UNNAMED,1892-10,26.00,-71.20,13.7523570082,-0.34
UNNAMED,1892-10,23.00,-92.60,-21.2476429918,-0.73
UNNAMED,1893-6,20.50,-95.20,-1.24764299183,-0.55
UNNAMED,1893-7,11.10,-79.20,18.7523570082,-0.44
UNNAMED,1893-8,9.60,-50.50,38.7523570082,-0.62
UNNAMED,1893-8,14.00,-36.50,33.7523570082,-0.07
UNNAMED,1893-8,18.10,-20.20,38.7523570082,-0.08
UNNAMED,1893-8,32.20,-60.40,18.7523570082,-0.91
UNNAMED,1893-8,11.80,-27.20,18.7523570082,-0.23
UNNAMED,1893-9,18.40,-85.30,18.7523570082,-0.09
UNNAMED,1893-9,11.60,-25.00,38.7523570082,-0.7
UNNAMED,1893-9,16.40,-81.70,48.7523570082,-0.44
UNNAMED,1893-10,18.00,-82.00,-16.2476429918,-0.27
UNNAMED,1893-11,26.70,-70.80,-6.24764299183,-0.07
UNNAMED,1894-6,19.00,-77.40,-31.2476429918,-0.46
UNNAMED,1894-8,26.40,-89.30,-16.2476429918,-0.21
UNNAMED,1894-8,13.20,-34.80,33.7523570082,-0.9
UNNAMED,1894-9,13.40,-50.50,38.7523570082,-1.01
UNNAMED,1894-10,12.50,-79.10,38.7523570082,-0.72
UNNAMED,1894-10,10.80,-57.70,48.7523570082,-1.14
UNNAMED,1894-10,21.00,-60.30,28.7523570082,-0.63
UNNAMED,1895-8,27.20,-91.30,-16.2476429918,-0.12
UNNAMED,1895-8,13.40,-58.30,28.7523570082,-0.8
UNNAMED,1895-9,19.30,-86.00,-16.2476429918,-0.68
UNNAMED,1895-10,17.40,-82.90,-31.2476429918,-0.09
UNNAMED,1895-10,12.00,-44.80,23.7523570082,-0.43
UNNAMED,1895-10,19.40,-93.70,-31.2476429918,0.06
UNNAMED,1896-7,20.90,-81.10,18.7523570082,-0.38
UNNAMED,1896-8,14.00,-59.60,33.7523570082,-0.3
UNNAMED,1896-9,17.10,-55.10,18.7523570082,0.16
UNNAMED,1896-9,16.70,-61.80,43.7523570082,0.02
UNNAMED,1896-10,22.50,-91.20,18.7523570082,0.0
UNNAMED,1896-10,8.70,-44.20,18.7523570082,-0.31
UNNAMED,1896-11,10.90,-61.10,-16.2476429918,-0.4
UNNAMED,1897-8,14.00,-24.00,18.7523570082,-0.57
UNNAMED,1897-9,23.70,-80.00,8.75235700817,-0.13
UNNAMED,1897-9,24.30,-83.80,-6.24764299183,-0.11
UNNAMED,1897-9,19.60,-82.90,-26.2476429918,-0.09
UNNAMED,1897-10,12.40,-61.70,3.75235700817,-0.55
UNNAMED,1897-10,24.50,-77.30,-11.2476429918,-0.12
UNNAMED,1898-8,26.80,-79.20,3.75235700817,-0.11
UNNAMED,1898-8,29.30,-79.10,8.75235700817,-0.11
UNNAMED,1898-9,40.80,-42.10,3.75235700817,0.37
UNNAMED,1898-9,11.20,-26.90,28.7523570082,-0.79
UNNAMED,1898-9,12.90,-79.10,-16.2476429918,-0.59
UNNAMED,1898-9,11.00,-79.80,-16.2476429918,-0.59
UNNAMED,1898-9,16.20,-58.30,48.7523570082,-0.81
UNNAMED,1898-9,20.50,-84.50,-21.2476429918,0.09
UNNAMED,1898-10,11.40,-57.70,-6.24764299183,-0.65
UNNAMED,1898-10,18.50,-85.80,-26.2476429918,-0.26
UNNAMED,1898-10,17.90,-61.20,-16.2476429918,-1.09
UNNAMED,1899-6,27.50,-93.00,-31.2476429918,-0.36
UNNAMED,1899-7,17.00,-69.50,18.7523570082,-0.85
UNNAMED,1899-8,11.70,-31.00,63.7523570082,-0.59
UNNAMED,1899-8,16.80,-57.30,23.7523570082,-0.68
UNNAMED,1899-9,13.20,-38.40,38.7523570082,-0.65
UNNAMED,1899-10,20.00,-84.10,-16.2476429918,-0.37
UNNAMED,1899-10,10.00,-35.00,-26.2476429918,-0.37
UNNAMED,1899-10,25.50,-77.50,-26.2476429918,-0.73
UNNAMED,1899-10,16.20,-78.80,28.7523570082,-0.41
UNNAMED,1899-11,11.70,-78.30,-11.2476429918,-0.19
UNNAMED,1900-8,15.00,-42.10,58.7523570082,-0.43
UNNAMED,1900-9,14.50,-28.00,38.7523570082,-0.51
UNNAMED,1900-9,10.00,-18.50,18.7523570082,-0.58
UNNAMED,1900-9,20.00,-85.20,-21.2476429918,-0.91
UNNAMED,1900-10,21.20,-61.30,-6.24764299183,-0.82
UNNAMED,1900-10,21.00,-91.40,-26.2476429918,-0.14
UNNAMED,1900-10,15.00,-64.50,-21.2476429918,-0.41
UNNAMED,1901-6,19.30,-82.30,-31.2476429918,-0.22
UNNAMED,1901-7,9.00,-54.00,-6.24764299183,0.0
UNNAMED,1901-7,9.50,-55.50,3.75235700817,-0.27
UNNAMED,1901-8,32.60,-38.40,13.7523570082,-0.44
UNNAMED,1901-8,11.50,-53.00,-21.2476429918,-0.16
UNNAMED,1901-8,16.00,-22.00,3.75235700817,-0.56
UNNAMED,1901-8,13.60,-22.40,23.7523570082,-0.58
UNNAMED,1901-9,17.60,-50.70,3.75235700817,-0.25
UNNAMED,1901-9,11.10,-28.10,-16.2476429918,-0.25
UNNAMED,1901-10,12.00,-51.50,-6.24764299183,-0.26
UNNAMED,1901-10,21.00,-80.00,-16.2476429918,-0.39
UNNAMED,1901-10,19.30,-67.30,3.75235700817,-0.18
UNNAMED,1902-6,17.70,-84.00,-16.2476429918,-0.24
UNNAMED,1902-6,17.20,-92.10,3.75235700817,-1.34
UNNAMED,1902-9,7.70,-30.80,18.7523570082,-0.81
UNNAMED,1902-10,14.00,-93.80,23.7523570082,-0.04
UNNAMED,1902-11,20.00,-67.30,-6.24764299183,-0.46
UNNAMED,1903-7,20.00,-67.80,3.75235700817,-0.17
UNNAMED,1903-8,11.80,-42.30,38.7523570082,-0.5
UNNAMED,1903-9,21.40,-72.40,13.7523570082,-0.58
UNNAMED,1903-9,22.50,-55.60,18.7523570082,-0.3
UNNAMED,1903-9,20.80,-71.60,-16.2476429918,-0.58
UNNAMED,1903-9,22.90,-58.80,28.7523570082,-0.3
UNNAMED,1903-10,17.70,-57.30,18.7523570082,-0.33
UNNAMED,1903-10,25.50,-72.50,-6.24764299183,-0.87
UNNAMED,1903-10,21.20,-72.00,-16.2476429918,-0.71
UNNAMED,1903-11,19.00,-37.00,3.75235700817,-0.36
UNNAMED,1904-6,13.00,-80.50,3.75235700817,-0.91
UNNAMED,1904-9,16.20,-54.00,8.75235700817,-1.13
UNNAMED,1904-9,12.00,-80.00,3.75235700817,-1.1
UNNAMED,1904-10,15.30,-75.70,3.75235700817,-0.57
UNNAMED,1904-10,25.80,-45.40,-21.2476429918,-0.47
UNNAMED,1904-10,20.00,-91.30,-21.2476429918,-0.43
UNNAMED,1905-9,11.60,-58.50,-16.2476429918,-0.85
UNNAMED,1905-9,19.50,-51.00,-16.2476429918,-0.93
UNNAMED,1905-9,17.70,-84.00,-21.2476429918,-0.65
UNNAMED,1905-10,11.00,-79.20,38.7523570082,-0.54
UNNAMED,1905-10,23.00,-88.90,-21.2476429918,-0.24
UNNAMED,1906-6,19.40,-83.60,-21.2476429918,-0.43
UNNAMED,1906-6,22.90,-76.40,23.7523570082,-0.58
UNNAMED,1906-8,28.70,-53.10,-6.24764299183,-0.87
UNNAMED,1906-8,14.00,-21.00,48.7523570082,-0.77
UNNAMED,1906-9,10.20,-33.00,13.7523570082,-0.53
UNNAMED,1906-9,12.00,-77.00,38.7523570082,-0.51
UNNAMED,1906-9,30.30,-31.90,-6.24764299183,-0.58
UNNAMED,1906-10,11.30,-76.40,38.7523570082,-0.48
UNNAMED,1906-10,33.70,-62.00,-21.2476429918,-0.15
UNNAMED,1906-10,21.00,-69.40,-21.2476429918,-0.27
UNNAMED,1906-11,18.50,-82.50,3.75235700817,-0.25
UNNAMED,1907-6,16.00,-78.00,-11.2476429918,-0.62
UNNAMED,1907-9,25.00,-79.00,-26.2476429918,-0.65
UNNAMED,1907-9,22.30,-94.10,-21.2476429918,-0.88
UNNAMED,1907-10,26.30,-67.40,-21.2476429918,-0.45
UNNAMED,1907-11,31.50,-39.70,-26.2476429918,-0.14
UNNAMED,1908-3,23.80,-60.20,18.7523570082,-0.9
UNNAMED,1908-5,21.00,-71.70,-1.24764299183,-0.09
